longitude,latitude,housing_median_age,house_age_category,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-119.15,34.17,23,NEW,2239,537,784,497,1.6038,194300
-122.08,37.9,32,NEW,1075,170,486,173,5.0499,306800
-122.41,37.71,28,NEW,5015,1240,3900,1029,1.2269,181900
-122.22,37.47,35,NEW,367,113,398,109,2.5,166700
-117.87,33.92,17,NEW,4575,764,2054,737,6.0571,272400
-122,36.97,30,NEW,1029,242,753,249,3.1205,240500
-117.07,32.6,13,NEW,1607,435,983,400,2.2903,106300
-118.16,34.06,27,NEW,1675,274,785,275,5.828,301100
-117.05,33.03,16,NEW,87,20,32,21,4.3571,144600
-117.24,33.2,26,NEW,1701,404,989,367,2.5119,171700
-119.73,34.45,44,NEW,2261,328,763,294,6.7449,415600
-117.32,33.17,18,NEW,2143,299,828,283,4.2383,239000
-121.83,37.27,14,NEW,2855,380,1420,383,6.6712,311500
-122.32,40.42,17,NEW,3019,578,1538,545,2.793,76500
-121.77,36.94,18,NEW,1063,341,1033,313,2.0192,171300
-118.27,33.79,39,NEW,1513,365,1227,354,3.3929,184600
-117.93,33.83,30,NEW,1561,381,1104,391,3.375,201900
-117.11,32.82,17,NEW,1787,330,1341,314,2.875,112500
-119.23,35.74,16,NEW,2275,659,1914,614,2.033,68400
-122.47,37.71,42,NEW,1961,427,1211,409,3.5156,239400
-121.93,36.63,41,NEW,1049,198,428,183,4.3571,287500
-117.28,33.02,21,NEW,2736,585,1251,576,4.2356,347700
-118.99,35.24,40,NEW,282,59,213,71,2.35,91700
-119.14,36.23,22,NEW,2935,523,1927,530,2.5875,70400
-122.42,40.59,24,NEW,5045,972,2220,979,2.6792,138900
-117.09,32.66,37,NEW,1232,330,1086,330,1.6389,114300
-118.14,34.7,36,NEW,1205,317,678,290,2.0182,98400
-122.04,36.98,35,NEW,2155,355,866,335,5.6188,404700
-117.02,32.8,31,NEW,2692,445,1129,450,4.4583,170000
-117.29,34.49,3,NEW,7689,1545,3804,1399,3.3871,111800
-122.09,37.21,15,NEW,1969,332,822,324,7.8774,394900
-121.01,37.65,47,NEW,1713,334,570,297,2.1969,149400
-116.77,33.08,13,NEW,1406,260,737,279,5.5842,239100
-121.96,37.34,36,NEW,844,153,373,160,5.791,254100
-119.7,34.42,41,NEW,725,239,582,214,3.1667,362500
-119.46,35.17,40,NEW,4164,812,1998,773,2.8323,50800
-122.01,37.3,25,NEW,4044,551,1699,533,8.0837,380600
-118.06,33.83,22,NEW,5290,1054,2812,1021,4.53,226400
-118.4,34.19,30,NEW,521,126,306,129,4.1125,216700
-119.63,34.44,37,NEW,3188,442,984,376,9.4522,500001
-117.89,33.77,29,NEW,2577,445,1849,470,4.4732,194800
-119.54,36.52,16,NEW,2703,415,1106,372,4.2045,120900
-118.43,34.17,33,NEW,1679,404,933,412,2.6979,266000
-117.1,32.58,33,NEW,393,76,330,80,4.1029,122700
-122.28,37.79,30,NEW,4145,869,3668,855,2.5444,275000
-118.32,34.11,48,NEW,4472,1579,2796,1397,2.3974,410700
-118.42,34.02,28,NEW,3167,737,1248,665,3.1941,394700
-119.56,36.51,9,NEW,3860,809,2157,770,2.5033,70100
-122.42,37.78,19,NEW,4065,1645,2079,1470,3.1462,187500
-120.91,37.73,31,NEW,840,154,429,150,2.4063,170200
-122.08,37.59,16,NEW,1816,365,1367,355,4.235,156300
-121.77,37.31,16,NEW,1649,228,769,230,6.6455,302600
-117.05,33.03,14,NEW,5180,1051,1639,991,4.5,222200
-121.95,37.26,34,NEW,1482,255,584,246,5.5121,264700
-119.03,35.42,45,NEW,1628,352,754,334,2.5703,62400
-121.53,38.6,25,NEW,5154,1105,3196,1073,2.7566,80200
-118.16,33.96,24,NEW,1635,507,2480,481,2.4432,187500
-121.89,36.6,40,NEW,626,164,337,150,2.7917,225000
-117.07,33.67,11,NEW,939,187,557,190,2.375,145800
-122.39,37.59,32,NEW,4497,730,1846,715,6.1323,500001
-118.44,34.05,32,NEW,1880,435,798,417,4.7109,500000
-121.35,38.04,5,NEW,4303,613,2206,621,5.5842,159100
-122.42,37.76,52,OLD,4407,1192,2280,1076,3.3937,270000
-118.02,33.94,33,NEW,2382,404,1339,389,5.3016,192200
-121.32,38.03,16,NEW,4045,623,1862,625,4.875,143100
-118.38,34.05,49,NEW,702,143,458,187,4.8958,333600
-119.29,36.54,18,NEW,2581,628,2732,592,1.8429,58300
-117.76,33.54,28,NEW,2250,329,826,323,6.9257,466400
-122.29,38.29,52,OLD,3217,742,1670,671,2.4398,163100
-117.8,33.81,14,NEW,1206,142,572,149,8.847,388700
-121.95,37.35,52,OLD,2382,523,1096,492,4.2656,236100
-117.87,33.99,21,NEW,2837,515,2031,555,4.9271,209700
-121.46,38.56,52,OLD,907,180,479,177,2.2125,104000
-117.99,34.08,11,NEW,2399,527,2307,531,3.5625,141000
-121.53,38.5,17,NEW,3087,477,1365,495,6.4667,216800
-121.14,37.52,37,NEW,1358,231,586,214,3.1645,170800
-118.29,33.89,35,NEW,2810,614,1578,601,3.59,200600
-117.1,33.09,5,NEW,12045,2162,5640,1997,4.4375,353000
-123.2,39.23,26,NEW,786,168,494,161,2.3583,105400
-117.12,32.76,26,NEW,1221,331,620,296,2.4821,123600
-120.44,34.96,30,NEW,1685,315,1290,368,3.4722,112500
-115.56,32.78,34,NEW,2856,555,1627,522,3.2083,76200
-121.47,38.56,51,OLD,2083,559,874,524,2.0221,95800
-121.68,37.93,44,NEW,1014,225,704,238,1.6554,119400
-118.1,34.14,26,NEW,6262,1645,3001,1505,3.6572,213200
-118.43,34.22,34,NEW,1588,360,1080,340,3.66,184600
-120.97,37.66,19,NEW,1974,393,799,377,3.1286,137500
-119.34,34.39,27,NEW,669,131,314,106,2.4659,231300
-118.5,34.2,34,NEW,1617,344,938,305,3.915,217700
-120.98,38.67,13,NEW,3432,516,1286,470,5.584,186600
-118.35,34,28,NEW,3085,621,1162,558,3.25,301000
-122.49,38.22,33,NEW,1486,290,781,274,3.5647,251800
-118.32,33.97,46,NEW,1504,270,814,306,4.3919,157100
-117.13,32.69,36,NEW,1469,400,1271,340,1.043,90100
-117.03,33,6,NEW,6139,793,2693,770,7.7569,387400
-122.26,38.02,5,NEW,3846,786,2053,716,5.0473,184800
-117.27,32.85,26,NEW,1373,336,608,268,4.425,475000
-117.94,33.86,36,NEW,2824,493,1394,507,4.6477,194700
-119.31,34.7,19,NEW,961,218,479,138,3.3438,156300
-122.1,37.61,35,NEW,2361,458,1727,467,4.5281,173600
-118,33.9,35,NEW,1942,332,1127,325,4.5144,206300
-117.37,33.98,43,NEW,2862,772,1878,675,2.1151,96700
-121.52,38.65,17,NEW,1269,233,494,231,3.9615,331300
-118.46,34.07,42,NEW,2564,460,913,414,9.2225,500001
-118.04,34.07,39,NEW,1382,315,1090,308,3.8125,174000
-118.08,33.88,27,NEW,923,186,1014,204,3.825,159500
-122.43,37.8,52,OLD,2788,813,1302,764,4.199,400000
-119.29,34.37,41,NEW,1408,311,793,264,2.5441,161200
-122.04,37,52,OLD,3365,644,796,333,2.9712,116600
-115.57,32.79,50,NEW,1291,277,864,274,1.6667,68100
-117.56,34.42,6,NEW,4264,749,2005,666,3.4695,138800
-120.63,38.68,14,NEW,1821,316,769,266,3.0789,131700
-118.32,34.09,44,NEW,2666,830,2297,726,1.676,208800
-118.35,34.08,52,OLD,1710,350,727,355,4.5833,333900
-122.27,37.51,36,NEW,1406,224,598,237,5.8964,414800
-119.06,35.33,14,NEW,5264,1064,3278,1049,3.8117,82800
-117.15,32.9,12,NEW,1681,381,1050,362,4.2008,176100
-122.47,37.76,39,NEW,3200,689,1391,618,3.6346,338000
-122.03,37.31,19,NEW,2885,859,1520,784,3.375,275700
-119.31,36.32,23,NEW,2945,592,1419,532,2.5733,88800
-120.58,38.77,15,NEW,2155,394,857,356,4.03,141200
-117.21,34.49,14,NEW,2125,348,1067,360,3.6333,116200
-122.08,37.65,35,NEW,1813,393,1093,374,3.6818,165400
-122.25,40.15,15,NEW,1677,346,858,327,2.4375,59200
-118.21,34.14,44,NEW,1681,407,1105,387,3.2222,186500
-122.14,37.73,51,OLD,2619,403,922,393,4.6042,251900
-121.59,39.77,24,NEW,1535,276,664,273,2.3068,97300
-122.19,37.47,44,NEW,1371,263,589,301,4.8068,312300
-120.44,34.95,38,NEW,3004,794,2601,747,2.2743,106400
-121.78,37.31,7,NEW,1973,328,1047,303,6.234,292200
-118.24,34.2,41,NEW,2067,452,1282,455,5.5756,309900
-121.57,39.16,33,NEW,2033,375,914,330,2.6964,68500
-119.84,36.83,17,NEW,2273,298,700,263,6.8645,195900
-119.29,34.44,34,NEW,4314,878,2361,831,3.2279,243100
-118.14,34.18,52,OLD,1700,317,996,329,3.9688,175000
-119.57,36.1,37,NEW,1676,316,707,274,2.0595,60700
-121.8,37.32,23,NEW,1829,346,1277,324,4.8092,217400
-118.13,34.16,52,OLD,1596,314,1024,292,3.6719,227900
-121.9,37.46,29,NEW,2385,513,1788,510,3.8421,220700
-121.92,37.33,52,OLD,2962,557,1215,506,4.7768,301100
-123.1,39.36,19,NEW,1056,248,611,226,1.746,105000
-122.86,40.56,12,NEW,1350,300,423,172,1.7393,81300
-122.44,37.75,52,OLD,3114,637,1144,591,4,375000
-120.62,35.12,22,NEW,1240,294,768,288,2.655,160000
-118.36,33.88,22,NEW,1388,336,930,287,2.7981,275000
-118.36,33.82,26,NEW,5166,1313,2738,1239,3.3565,360800
-118.27,33.77,39,NEW,1731,485,2115,478,1.5369,141300
-122.28,37.9,52,OLD,2003,250,658,244,10.0825,397000
-117.98,33.66,26,NEW,3527,547,1615,542,6.1624,279400
-118.21,33.93,39,NEW,354,73,184,58,2.7679,108900
-120.43,37.35,15,NEW,1613,203,673,213,5.9378,212200
-120.96,37.48,32,NEW,1256,212,682,236,2.9844,135900
-117.33,34.12,33,NEW,933,219,838,211,1.3417,69000
-119.81,36.78,36,NEW,1650,313,660,298,3,79700
-118.38,34.05,35,NEW,3517,879,1632,784,3.0956,500001
-117.96,33.8,33,NEW,1984,420,1119,387,3.4821,231300
-118.43,34.24,37,NEW,1279,241,987,233,4.0057,172700
-117.87,33.79,25,NEW,2546,545,1543,521,4.192,219900
-124.18,40.79,40,NEW,1398,311,788,279,1.4668,64600
-117.24,32.83,18,NEW,3109,501,949,368,7.4351,445700
-121.57,37,18,NEW,7241,1225,4168,1138,4.5714,260300
-117.37,33.19,38,NEW,861,213,486,204,4.1875,185000
-121.89,37.46,5,NEW,1519,186,705,186,10.3798,500001
-122.68,38.01,41,NEW,1865,392,825,369,4.2011,255400
-118.31,34.02,46,NEW,2217,489,1227,448,1.6851,108800
-118.29,33.89,33,NEW,2138,567,1072,528,2.7428,208900
-117.3,34.12,43,NEW,1018,261,736,215,2.6,66900
-117.3,33.85,15,NEW,3991,751,2317,657,2.9542,127900
-117.35,33.16,22,NEW,1331,305,580,193,3.975,500001
-122.43,37.76,52,OLD,2242,459,751,464,4.75,500001
-119.01,35.39,29,NEW,1820,459,1134,419,1.8289,59400
-121.57,37.01,44,NEW,1448,393,1066,357,2.0625,170300
-122.42,37.65,39,NEW,4402,894,2941,887,3.8565,239800
-122.43,37.78,49,NEW,2246,587,1277,546,2.9792,350000
-118.13,33.9,36,NEW,1477,305,788,291,3.625,195800
-118.06,33.82,25,NEW,2637,462,965,415,4.5833,190900
-119.22,34.34,29,NEW,3128,672,1815,648,2.9821,175700
-121.51,38.55,46,NEW,1485,278,531,291,2.7885,137200
-121.42,38.5,24,NEW,7740,1539,4333,1397,3.025,87900
-122.26,37.85,52,OLD,2202,434,910,402,3.2031,281500
-118.4,33.87,26,NEW,6712,1441,2803,1394,5.2276,434500
-118.38,33.89,35,NEW,1778,330,732,312,6.5745,379300
-119.95,36.96,18,NEW,1996,379,1327,356,2.6087,96000
-118.12,34.02,32,NEW,1789,528,1429,517,1.8906,224500
-117.9,36.95,19,NEW,99,26,51,22,1.7292,137500
-116.28,32.84,18,NEW,382,128,194,69,2.5179,58800
-122.45,37.77,52,OLD,1722,465,885,437,3.0906,500001
-121.62,39.76,14,NEW,2063,559,934,529,1.7788,85800
-122,38.35,24,NEW,745,116,300,115,3.6176,158500
-121.71,39.25,37,NEW,1871,321,806,294,4,101400
-119.19,34.22,26,NEW,3175,736,2460,775,3.125,219900
-118.06,33.91,21,NEW,2863,701,1489,621,3.2031,180700
-118,33.93,35,NEW,1288,240,758,250,4.9205,173900
-118.26,34.11,47,NEW,2183,510,1445,503,3.6667,210900
-118.51,34.26,29,NEW,2472,354,1109,397,5.5433,332500
-117.96,33.98,25,NEW,1259,184,599,170,5.7407,302200
-123.39,38.99,28,NEW,1416,294,812,258,3.4063,109400
-121.69,38.16,33,NEW,1808,363,824,340,3.2937,96400
-121.93,37.32,51,OLD,2711,728,1607,724,3,184700
-117.26,33.26,9,NEW,4609,798,2582,746,4.3429,173900
-121.41,38.53,37,NEW,1058,224,588,231,2.9737,72100
-117.9,33.9,18,NEW,3821,576,1430,568,6.9399,349600
-118.54,36.12,11,NEW,4103,882,356,171,2.1029,99100
-117.24,32.82,20,NEW,2467,332,731,335,7.2559,392300
-121.9,37.24,24,NEW,7521,1364,3970,1318,4.4004,255800
-118.17,33.87,49,NEW,1937,445,1339,440,3.0319,162800
-117.31,33.16,4,NEW,5846,894,2282,801,5.5956,247800
-118.41,34.17,35,NEW,2027,428,879,402,4.692,330900
-118.38,34.22,32,NEW,362,100,348,102,2.2679,150000
-117.16,33.73,10,NEW,2381,454,1323,477,2.6322,140700
-119.71,34.4,27,NEW,3782,771,1742,751,4.0451,395100
-117.36,33.2,26,NEW,2447,482,1405,486,3.2917,150800
-118.21,33.8,41,NEW,1251,279,1053,278,3.2778,150800
-120.93,39.9,20,NEW,1511,328,791,320,2.0221,70900
-118.13,33.84,48,NEW,1895,294,881,293,6.3364,307400
-118.27,33.93,41,NEW,570,135,466,121,2.6458,91300
-118.05,33.78,25,NEW,2356,330,937,326,6.6264,359100
-118.43,34.27,36,NEW,1002,250,1312,249,3.024,148000
-118.37,33.91,35,NEW,1742,283,812,282,5.6704,303700
-122.5,37.75,46,NEW,2298,457,1429,477,4.0217,272400
-118.3,34.01,52,OLD,1908,428,1271,394,2.5885,136200
-119.16,34.15,23,NEW,3204,644,2295,614,3.9485,196600
-117.04,32.68,14,NEW,1320,270,943,260,5.0947,152700
-121.4,38.61,37,NEW,1994,347,782,355,4.1488,136400
-118.03,33.93,35,NEW,2470,416,1386,411,5.2736,179500
-119.89,34.44,25,NEW,2786,470,1669,462,5.5184,268300
-120.88,38.58,8,NEW,3417,604,1703,623,4.0827,170700
-118.21,33.79,32,NEW,2020,613,2557,562,2.1397,145300
-121.46,38.57,52,OLD,1625,419,614,383,2.0549,156700
-122.02,37.31,34,NEW,2629,433,1301,431,6.083,341400
-118.5,34.16,34,NEW,3547,523,1187,500,7.139,424000
-121.32,38.66,26,NEW,1149,193,500,194,5.078,163400
-118.09,33.89,42,NEW,991,215,717,219,4.0926,164400
-118.39,33.82,30,NEW,3433,918,1526,828,4.5817,500001
-118,33.96,37,NEW,2414,323,878,305,9.1541,453800
-117.26,33.19,4,NEW,2342,595,1518,545,2.9469,216100
-122.47,37.87,36,NEW,4471,618,1315,582,11.5706,500001
-117.06,32.71,25,NEW,2681,596,1947,553,2.8964,104300
-117.44,33.93,33,NEW,1371,236,715,227,4.375,129900
-118.12,33.99,26,NEW,2296,534,1777,507,2.5395,191000
-118.15,34.18,46,NEW,2230,488,1985,456,2.2328,142100
-120.43,34.69,33,NEW,2054,373,1067,358,3.6023,128300
-120.84,37.53,14,NEW,3643,706,2070,697,3.1523,141800
-122.07,37.13,26,NEW,1127,199,543,199,4.9792,240000
-118.41,33.96,32,NEW,1044,219,567,222,4.1471,284400
-121.51,38.79,29,NEW,1716,323,850,282,2.9324,137500
-117.33,33.19,15,NEW,3672,845,1827,796,2.9716,173600
-116.54,33.87,16,NEW,3648,1035,1687,581,1.9167,70400
-118.5,34.2,18,NEW,4249,933,2047,909,4.1304,229100
-118.3,33.75,23,NEW,1957,517,1454,526,3.5056,203100
-117.99,33.73,24,NEW,2104,421,1181,414,3.8365,250900
-118.11,33.89,34,NEW,2508,594,1549,545,3.2069,236500
-122.73,38.43,29,NEW,2677,691,1880,664,2.1864,143200
-119.64,36.34,32,NEW,2958,670,1504,627,1.8606,56700
-116.87,34.24,15,NEW,4419,822,622,267,3.9688,182800
-118.22,33.98,34,NEW,2283,809,3032,832,2.4387,175000
-122.34,37.97,19,NEW,392,109,287,81,6.0426,110000
-118.08,33.82,26,NEW,4259,588,1644,581,6.2519,345700
-117.7,33.48,6,NEW,16590,2696,6223,2357,6.3088,340300
-118.22,33.88,37,NEW,1149,280,1016,250,2.125,101900
-120.97,38.91,7,NEW,4341,716,1978,682,4.8311,172200
-122.25,37.8,29,NEW,2468,864,1335,773,1.3929,193800
-118.41,33.88,40,NEW,925,254,371,227,5.2533,500001
-117.04,32.69,27,NEW,1790,356,1286,347,3.5437,115800
-122.41,38.16,37,NEW,1549,301,863,275,2.7457,254700
-120.25,37.93,13,NEW,493,76,196,68,3.375,134100
-121.98,38.39,3,NEW,9488,1417,4095,1335,5.1781,191900
-122.47,37.72,47,NEW,1176,286,564,258,3.2059,350000
-118.18,34.13,39,NEW,2902,460,1007,420,6.1953,363000
-118.09,33.99,35,NEW,2787,639,1923,614,3.5757,177900
-121.94,37.75,16,NEW,5121,735,2464,761,6.6204,296100
-117.07,32.74,38,NEW,1901,392,1099,406,2.7661,113900
-118.14,34.04,40,NEW,1966,391,1120,362,3.7109,198800
-122.41,37.81,25,NEW,1178,545,592,441,3.6728,500001
-117.71,33.63,16,NEW,1641,354,945,318,3.4261,219700
-119.64,34.43,34,NEW,3045,570,1002,488,5.623,500001
-118.1,33.98,33,NEW,1927,482,1623,479,3.5268,152000
-122.04,37.39,5,NEW,8745,2211,3959,2019,4.7685,280100
-122.03,37.18,10,NEW,212,38,78,21,6.0622,390000
-122.3,37.56,36,NEW,1379,228,750,227,5.5381,282000
-117.36,33.92,7,NEW,9376,1181,3570,1107,8.5326,315200
-121.38,37.88,44,NEW,1158,226,1094,224,2.6842,156300
-119.98,38.93,28,NEW,1194,272,494,203,2.3281,85800
-117.16,32.71,52,OLD,845,451,1230,375,1.0918,22500
-122.36,37.93,17,NEW,1258,254,885,229,3.05,121600
-118.23,34.17,37,NEW,4524,1005,2099,937,3.5781,366700
-118.47,34.1,32,NEW,8041,1141,2768,1106,11.1978,500001
-124.14,40.8,32,NEW,1373,312,872,306,2.5,72600
-117.8,33.55,35,NEW,2067,428,724,377,5.8371,500001
-118.02,34.12,38,NEW,1778,288,870,281,6.5784,408500
-122.74,38.48,12,NEW,4174,670,1882,647,4.551,178300
-118.34,33.83,34,NEW,1761,329,965,329,5.399,358500
-120.68,35.29,37,NEW,1354,293,753,290,3.25,225000
-122.45,37.64,19,NEW,6326,1025,3444,984,6.2498,353300
-122.04,37.62,35,NEW,1032,173,453,176,6.396,208500
-122.79,38.54,5,NEW,3986,737,1887,687,3.7768,213800
-117.22,32.86,4,NEW,16289,4585,7604,4176,3.6287,280800
-120.08,39.61,32,NEW,1404,247,544,201,2.7778,72900
-118.36,34.15,41,NEW,3545,698,1221,651,4.3,500001
-121.36,38.56,17,NEW,6225,938,3064,947,5.2881,138000
-122.32,41.31,45,NEW,1393,294,521,249,1.1915,71900
-121.59,39.75,20,NEW,908,206,481,211,2.2,80800
-117.3,34.15,45,NEW,942,166,401,174,3.8594,90800
-117.71,33.65,16,NEW,3774,456,1587,430,8.6088,307400
-118.31,34.26,37,NEW,1444,246,624,239,5.76,239400
-122.04,36.98,51,OLD,1076,206,495,201,2.9286,258300
-118.26,34.24,35,NEW,1535,283,816,287,6.1873,312100
-118.28,33.96,39,NEW,882,221,697,189,1.8472,99100
-123.5,39.67,22,NEW,2124,450,1122,446,2.1793,71500
-117.19,33.14,12,NEW,3652,923,1677,728,2.3267,92000
-121.12,38.86,17,NEW,3949,717,1683,686,3.3802,216500
-118.41,34.21,35,NEW,2215,459,1594,446,4.0167,193200
-116.54,33.82,12,NEW,9482,2501,2725,1300,1.5595,115600
-121.61,39.76,31,NEW,2431,512,1026,427,2.5428,85000
-121.99,37.92,14,NEW,1780,224,764,226,9.0243,427700
-122.06,37.54,20,NEW,6483,1068,3526,1060,5.0838,248200
-122.08,37.72,32,NEW,2476,368,1048,367,5.6194,274700
-118.93,36.1,19,NEW,2988,681,1654,576,2.3792,90000
-122.78,38.97,11,NEW,5175,971,2144,792,3.0466,97300
-121.22,37.97,37,NEW,1514,337,1121,337,2.401,58400
-121.47,38.61,35,NEW,1372,360,850,328,1.6331,67500
-122.31,37.54,49,NEW,1340,281,660,284,4.163,393800
-122,37.3,29,NEW,3429,524,1518,520,7.218,400700
-122.41,37.8,52,OLD,812,252,629,247,2.5875,500001
-118.29,34.05,34,NEW,1102,448,1325,439,1.5972,168800
-118.61,34.15,32,NEW,4491,815,1696,749,4.9102,319100
-116.48,33.84,5,NEW,5480,1371,1050,485,1.7204,137500
-118.26,33.78,27,NEW,1672,491,1723,462,2.0458,174500
-117.34,34.51,6,NEW,5667,1385,2447,1199,2.3617,103100
-122.46,37.67,16,NEW,3372,1101,2049,1021,4.1303,146500
-118.35,34.11,33,NEW,7478,1678,2701,1500,4.1717,500001
-117.3,34.1,44,NEW,589,130,504,137,1.775,63400
-118.44,34.15,44,NEW,1778,251,641,251,10.0549,500001
-118.63,34.18,32,NEW,1646,242,697,233,6.6689,433000
-117.95,33.76,24,NEW,3956,812,3196,795,4.3512,191400
-122.25,37.45,34,NEW,2999,365,927,369,10.2811,500001
-117.59,33.65,4,NEW,1793,390,897,386,4.2463,182800
-114.49,33.97,17,NEW,2809,635,83,45,1.6154,87500
-118.51,34.2,34,NEW,2871,581,1350,535,3.7049,227500
-122.03,38.01,27,NEW,3228,562,1666,588,4.5707,175900
-118.43,33.99,45,NEW,2092,451,1190,429,3.8021,323000
-122.51,37.76,43,NEW,2345,624,1439,614,2.8448,268900
-119.55,36.69,21,NEW,1551,423,1519,406,1.7132,55900
-122.24,38.15,10,NEW,6817,1188,4163,1135,4.4529,144100
-117.87,34.02,16,NEW,3552,575,2120,573,6.4333,271500
-122.13,37.7,21,NEW,4124,1054,2162,998,2.6321,223100
-121.33,38.6,25,NEW,4260,607,1635,640,6.2817,288200
-121.91,37.47,13,NEW,5377,744,2759,760,6.868,337300
-118.53,34.04,45,NEW,1711,264,735,261,9.1078,500001
-121.33,38,32,NEW,4474,929,2177,884,3.2889,98900
-117.85,34.06,24,NEW,3128,497,1406,472,7.5286,462700
-118.43,35.12,8,NEW,1968,376,930,360,3.2632,99800
-118.07,33.97,36,NEW,1265,273,1052,253,4.8929,156200
-117.16,32.78,34,NEW,2515,488,1594,515,3.7381,165000
-116.29,34.18,15,NEW,4203,966,1756,695,2.182,60800
-120.66,35.29,16,NEW,2272,629,1689,649,1.7031,195000
-119.79,36.77,30,NEW,1610,410,1000,397,2.0357,60200
-122.14,37.75,33,NEW,1334,200,579,202,6.8323,255900
-122.32,37.97,33,NEW,1595,292,991,300,4.6937,134100
-119.8,36.83,17,NEW,1560,261,709,258,4.3315,95800
-117.33,33.16,29,NEW,3559,552,1533,545,4.0585,245500
-121.86,37.23,24,NEW,4337,670,1936,652,5.8904,271400
-122.24,37.81,52,OLD,2093,550,918,483,2.7477,243800
-120.85,37.77,10,NEW,423,110,295,94,1.3583,85200
-116.95,33.79,20,NEW,2399,546,1726,542,1.8845,77700
-117.22,33.22,16,NEW,2134,643,1555,560,1.7217,175000
-122.23,40.17,21,NEW,1401,331,651,299,2.225,64700
-118.45,34.03,41,NEW,2083,528,993,481,4.0231,353900
-118.99,35.27,32,NEW,444,102,242,87,1.1528,150000
-117.58,33.87,34,NEW,1511,272,773,265,3.5313,142100
-118.65,36.57,20,NEW,1431,416,570,225,1.4821,143300
-121.4,38.66,50,NEW,880,150,1148,148,2.5062,112500
-119.46,35.86,22,NEW,1750,374,1113,338,1.505,42700
-118.22,33.98,32,NEW,2643,737,2784,711,2.5352,184400
-118.38,33.82,35,NEW,3053,623,1311,589,5.1589,439200
-117.77,33.69,16,NEW,1666,341,479,336,2.1406,55000
-118.46,34.18,35,NEW,1819,465,1336,419,3.4583,253200
-122.42,37.79,6,NEW,670,301,655,284,3.4423,117500
-118.31,33.77,20,NEW,5776,956,2757,936,6.6447,416800
-121.67,37.13,19,NEW,3269,483,1383,452,5.6205,300800
-121.33,38.57,17,NEW,1621,350,706,338,2.3684,150000
-120.83,37.52,6,NEW,1488,252,773,259,4.1859,150000
-118.12,33.99,27,NEW,2316,559,2012,544,2.8155,176800
-118.11,34.07,39,NEW,1270,299,1073,278,3.3088,186600
-122.67,38.24,29,NEW,2644,464,1372,450,5.0544,261800
-117.29,34.09,24,NEW,1451,387,1178,330,1.1806,68300
-121.8,37.19,45,NEW,1797,303,870,281,4.5417,434500
-120.3,37.97,17,NEW,3243,619,1408,566,2.474,120100
-120.45,34.65,21,NEW,1182,243,733,251,3.1442,131600
-119.29,34.23,22,NEW,2486,608,709,523,2.9018,275000
-118.34,34.02,49,NEW,1609,371,896,389,2.5156,136600
-117.94,33.8,23,NEW,2757,734,1811,707,2.8,214300
-116.85,34.26,19,NEW,5395,1220,981,366,2.6094,92400
-117.89,33.76,34,NEW,1050,210,723,201,4.8,192700
-118.29,34.03,27,NEW,1084,287,1085,279,2.135,119600
-118.12,34.06,35,NEW,1729,438,1308,412,2.5321,197200
-121.41,38.6,16,NEW,5407,1467,2523,1265,2.0471,104200
-120.62,35.13,26,NEW,3971,803,1792,723,2.7128,209900
-118.18,33.8,42,NEW,2301,621,2114,561,2.0579,132700
-117.51,34.16,2,NEW,718,98,119,50,4.1,315000
-118.16,34.03,40,NEW,2201,636,2682,595,2.359,143400
-118.17,34.11,39,NEW,1758,436,892,447,3.6406,278900
-117.69,33.65,15,NEW,5394,748,2383,706,7.5619,302000
-122.2,37.77,41,NEW,1547,415,1024,341,2.0562,102000
-121.33,37.96,42,NEW,1619,340,906,339,2.5488,80300
-121.84,38.13,33,NEW,596,105,212,94,4.2813,81300
-117.76,34.05,36,NEW,2910,819,3055,782,1.9029,98000
-122.43,37.79,52,OLD,3219,969,1152,830,4.2042,500001
-122.32,37.57,33,NEW,3384,819,2626,793,3.2285,234800
-118.16,34.07,42,NEW,3836,777,2118,754,3.6364,254600
-124.09,40.95,18,NEW,2250,484,1248,472,2.5893,99600
-121.99,38.35,45,NEW,1778,339,839,319,2.4659,102900
-122.72,38.42,26,NEW,3604,734,2605,704,3.0969,143800
-122.11,37.66,29,NEW,2544,643,2332,603,3.2091,150000
-121.84,36.62,26,NEW,32,8,27,10,2.225,150000
-118.18,34.12,29,NEW,2640,737,1795,655,2.369,173400
-122.45,38.27,25,NEW,5024,881,1994,838,4.2237,262300
-117.91,33.65,17,NEW,1328,377,762,344,2.2222,276800
-116.47,33.77,26,NEW,4300,767,1557,669,4.4107,122500
-122.41,37.73,42,NEW,2604,573,1703,507,3.4231,230200
-119.78,36.8,34,NEW,2200,493,1243,431,1.8514,66500
-119.71,34.36,34,NEW,1706,276,628,243,4.1842,364000
-118.36,34.03,40,NEW,2323,661,1847,614,1.8316,113500
-121.89,37.99,4,NEW,2171,597,928,461,4.1016,170500
-121.98,37.33,25,NEW,3223,612,1529,602,5.121,287600
-118.47,34.25,34,NEW,1732,399,1120,401,4.1492,195700
-117.26,32.99,16,NEW,2127,512,1532,499,2.7348,231300
-118.09,34.07,45,NEW,726,146,568,160,3.0347,183200
-118.45,37.25,20,NEW,1468,283,721,270,3.0817,118800
-117.78,33.54,29,NEW,1421,462,520,339,2.2969,450000
